ID,FHL_DICT_Numeric,PFS_Numeric,PFS_Unicode,Hakfa_IPA,Hanzi,Tai-gi,Hakfa-exp,Hua-gi,Eng-gi
13938,ngin3-sii,ngin2-sii4,ngìn-sṳ,[ɲin˩˩] [sɨ˥˥],人士,,,,
13939,ngin3-sii,ngin2-sii4,ngìn-sṳ,[ɲin˩˩] [sɨ˥˥],人事,,,,
13940,ngin3-su,ngin2-su4,ngìn-su,[ɲin˩˩] [su˥˥],人數,,,,
13941,ngin3-sang5,ngin2-sang1,ngìn-sâng,[ɲin˩˩] [saŋ˨˦],人聲,,,,
13942,ngin3-sen5,ngin2-sen1,ngìn-sên,[ɲin˩˩] [sen˨˦],人生,,,,
13943,ngin3-sim5,ngin2-sim1,ngìn-sîm,[ɲin˩˩] [ɕim˨˦],人心,,,,
13944,ngin3-thi2,ngin2-thi3,ngìn-thí,[ɲin˩˩] [tʰi˧˩],人體,,,,
13945,ngin3-theu3-soi,ngin2-theu2-soi4,ngìn-thèu-soi,[ɲin˩˩] [tʰeu˩˩] [soi˥˥],人頭稅,,,,
13946,ngin3-theu3,ngin2-theu2,ngìn-thèu,[ɲin˩˩] [tʰeu˩˩],人頭,,,,
13947,ngin3-ten5-soi,ngin2-ten1-soi4,ngìn-tên-soi,[ɲin˩˩] [ten˨˦] [soi˥˥],人丁稅,,,,
13948,ngin3-ten5,ngin2-ten1,ngìn-tên,[ɲin˩˩] [ten˨˦],人丁,,,,
13949,ngin3-to5,ngin2-to1,ngìn-tô,[ɲin˩˩] [to˨˦],人多,,,,
13950,ngin3-vut8,ngin2-vut5,ngìn-vu̍t,[ɲin˩˩] [ʋut̚˥],人物,,,,
13951,ngin3-vuk,ngin2-vuk6,ngìn-vuk,[ɲin˩˩] [ʋuk̚˨],人屋,,,,
13952,ngin3-vi3,ngin2-vi2,ngìn-vì,[ɲin˩˩] [ʋi˩˩],人為,,,,
13953,ngin3-yang2,ngin2-yang3,ngìn-yáng,[ɲin˩˩] [yaŋ˧˩],人影,,,,
13954,ngin3-yen3,ngin2-yen2,ngìn-yèn,[ɲin˩˩] [yen˩˩],人員,,,,
13955,ngin3-yung3,ngin2-yung2,ngìn-yùng,[ɲin˩˩] [yuŋ˩˩],人熊,,,,
13956,ngin3,ngin2,ngìn,[ɲin˩˩],人,,,,
13957,ngo3-moi3-ngi2,ngo2-moi2-ngi3,ngò-mòi-ngí,[ŋo˩˩] [moi˩˩] [ɲi˧˩],俄梅珥,,,,
13958,ngo3-pa5-ti2-a5-su5,ngo2-pa1-ti3-a1-su1,ngò-pâ-tí-â-sû,[ŋo˩˩] [pa˨˦] [ti˧˩] [a˨˦] [su˨˦],俄巴底亞書,,,,
13959,ngoi3-ngoi3,ngoi2-ngoi2,ngòi-ngòi,[ŋoi˩˩] [ŋoi˩˩],呆呆,,,,
13960,ngoi3-thet,ngoi2-thet6,ngòi-thet,[ŋoi˩˩] [tʰet̚˨],呆掉,,,,
13961,ngui3-hiam2,ngui2-hiam3,ngùi-hiám,[ŋui˩˩] [hiam˧˩],危險,,,,
13962,ngui3-hoi,ngui2-hoi4,ngùi-hoi,[ŋui˩˩] [hoi˥˥],危害,,,,
13963,ngui3-kip,ngui2-kip6,ngùi-kip,[ŋui˩˩] [kip̚˨],危急,,,,
13964,ngui3-ki5,ngui2-ki1,ngùi-kî,[ŋui˩˩] [ki˨˦],危機,,,,
13965,ngui3-kon5,ngui2-kon1,ngùi-kôn,[ŋui˩˩] [kon˨˦],桅杆,,,,
13966,niau5,niau1,niâu,[niau˨˦],鳥,,,,
13967,nong-kong2,nong4-kong3,nong-kóng,[noŋ˥˥] [koŋ˧˩],妄講,,,,
13968,nu-fo2,nu4-fo3,nu-fó,[nu˥˥] [fo˧˩],怒火,,,,
13969,nu-hi,nu4-hi4,nu-hi,[nu˥˥] [hi˥˥],怒氣,,,,
13970,nui-chan,nui4-chan4,nui-chan,[nui˥˥] [tsan˥˥],內戰,,,,
13971,nui-chhai,nui4-chhai4,nui-chhai,[nui˥˥] [tsʰai˥˥],內在,,,,
13972,nui-chhiong3,nui4-chhiong2,nui-chhiòng,[nui˥˥] [tɕʰioŋ˩˩],內牆,,,,
13973,nui-chhen3,nui4-chhen2,nui-chhèn,[nui˥˥] [tsʰen˩˩],內層,,,,
13974,nui-chhin3,nui4-chhin2,nui-chhìn,[nui˥˥] [tɕʰin˩˩],內情,,,,
13975,nui-hong3,nui4-hong2,nui-hòng,[nui˥˥] [hoŋ˩˩],內行,,,,
13976,nui-kiung5,nui4-kiung1,nui-kiûng,[nui˥˥] [kiuŋ˨˦],內宮,,,,
13977,nui-lon,nui4-lon4,nui-lon,[nui˥˥] [lon˥˥],內亂,,,,
13978,nui-mien,nui4-mien4,nui-mien,[nui˥˥] [mien˥˥],內面,,,,
13979,nui-ngoi,nui4-ngoi4,nui-ngoi,[nui˥˥] [ŋoi˥˥],內外,,,,
13980,nui-phu,nui4-phu4,nui-phu,[nui˥˥] [pʰu˥˥],內部,,,,
13981,nui-phau3,nui4-phau2,nui-phàu,[nui˥˥] [pʰau˩˩],內袍,,,,
13982,nui-piak,nui4-piak6,nui-piak,[nui˥˥] [piak̚˨],內壁,,,,
13983,nui-pien5,nui4-pien1,nui-piên,[nui˥˥] [pien˨˦],內邊,,,,
13984,nui-sam5,nui4-sam1,nui-sâm,[nui˥˥] [sam˨˦],內衫,,,,
13985,nui-sim5,nui4-sim1,nui-sîm,[nui˥˥] [ɕim˨˦],內心,,,,
13986,nui-sang3,nui4-sang2,nui-sàng,[nui˥˥] [saŋ˩˩],內城,,,,
13987,nui-sun3,nui4-sun2,nui-sùn,[nui˥˥] [sun˩˩],內sun3,,,,
13988,nui-tu2,nui4-tu3,nui-tú,[nui˥˥] [tu˧˩],內肚,,,,
13989,nui-teu,nui4-teu4,nui-teu,[nui˥˥] [teu˥˥],內鬥,,,,
13990,nui-thi,nui4-thi4,nui-thi,[nui˥˥] [tʰi˥˥],內地,,,,
13991,nui-thien,nui4-thien4,nui-thien,[nui˥˥] [tʰien˥˥],內殿,,,,
13992,nui-thong3,nui4-thong2,nui-thòng,[nui˥˥] [tʰoŋ˩˩],內堂,,,,
13993,nui-vuk,nui4-vuk6,nui-vuk,[nui˥˥] [ʋuk̚˨],內屋,,,,
13994,nui-yen,nui4-yen4,nui-yen,[nui˥˥] [yen˥˥],內院,,,,
13995,nui-yi5,nui4-yi1,nui-yî,[nui˥˥] [yi˨˦],內衣,,,,
13996,nui-yung3,nui4-yung2,nui-yùng,[nui˥˥] [yuŋ˩˩],內容,,,,
13997,nui,nui4,nui,[nui˥˥],內,,,,
13998,nun-chho2,nun4-chho3,nun-chhó,[nun˥˥] [tsʰo˧˩],嫩草,,,,
13999,nun-ki5,nun4-ki1,nun-kî,[nun˥˥] [ki˨˦],嫩枝,,,,
14000,nun-ngiu3,nun4-ngiu2,nun-ngiù,[nun˥˥] [ɲiu˩˩],嫩牛,,,,
14001,nun-nga3,nun4-nga2,nun-ngà,[nun˥˥] [ŋa˩˩],嫩芽,,,,
14002,nun-nun,nun4-nun4,nun-nun,[nun˥˥] [nun˥˥],嫩嫩,,,,
14003,nun-sun2,nun4-sun3,nun-sún,[nun˥˥] [sun˧˩],嫩筍,,,,
14004,nun,nun4,nun,[nun˥˥],嫩,,,,
14005,nung-thet,nung4-thet6,nung-thet,[nuŋ˥˥] [tʰet̚˨],襛掉,,,,
14006,na5-cheu2,na1-cheu3,nâ-chéu,[na˨˦] [tseu˧˩],拿走,,,,
14007,na5-chon2,na1-chon3,nâ-chón,[na˨˦] [tson˧˩],拿轉,,,,
14008,na5-chhiong5,na1-chhiong1,nâ-chhiông,[na˨˦] [tɕʰioŋ˨˦],拿槍,,,,
14009,na5-chhien3,na1-chhien2,nâ-chhièn,[na˨˦] [tɕʰien˩˩],拿錢,,,,
14010,na5-chhut,na1-chhut6,nâ-chhut,[na˨˦] [tsʰut̚˨],拿出,,,,
14011,na5-chiu2,na1-chiu3,nâ-chiú,[na˨˦] [tɕiu˧˩],拿酒,,,,
14012,na5-fo2,na1-fo3,nâ-fó,[na˨˦] [fo˧˩],拿火,,,,
14013,na5-fung3-su5,na1-fung2-su1,nâ-fùng-sû,[na˨˦] [fuŋ˩˩] [su˨˦],那鴻書,,,,
14014,na5-hi2,na1-hi3,nâ-hí,[na˨˦] [hi˧˩],拿起,,,,
14015,na5-ho2,na1-ho3,nâ-hó,[na˨˦] [ho˧˩],拿好,,,,
14016,na5-hi,na1-hi4,nâ-hi,[na˨˦] [hi˥˥],拿去,,,,
14017,na5-ha5,na1-ha1,nâ-hâ,[na˨˦] [ha˨˦],拿下,,,,
14018,na5-khoi5,na1-khoi1,nâ-khôi,[na˨˦] [kʰoi˨˦],拿開,,,,
14019,na5-kiung5,na1-kiung1,nâ-kiûng,[na˨˦] [kiuŋ˨˦],拿弓,,,,
14020,na5-ko,na1-ko4,nâ-ko,[na˨˦] [ko˥˥],拿過,,,,
14021,na5-lok8,na1-lok5,nâ-lo̍k,[na˨˦] [lok̚˥],拿落,,,,
14022,na5-la,na1-la4,nâ-la,[na˨˦] [la˥˥],拿夠,,,,
14023,na5-li,na1-li4,nâ-li,[na˨˦] [li˥˥],拿利,,,,
14024,na5-loi3,na1-loi2,nâ-lòi,[na˨˦] [loi˩˩],拿來,,,,
14025,na5-pun5,na1-pun1,nâ-pûn,[na˨˦] [pun˨˦],拿給,,,,
14026,na5-sui2,na1-sui3,nâ-súi,[na˨˦] [sui˧˩],拿水,,,,
14027,na5-se-ngi2-ngin3,na1-se4-ngi3-ngin2,nâ-se-ngí-ngìn,[na˨˦] [se˥˥] [ɲi˧˩] [ɲin˩˩],拿細耳人,,,,
14028,na5-ten2,na1-ten3,nâ-tén,[na˨˦] [ten˧˩],拿著,,,,
14029,na5-to2,na1-to3,nâ-tó,[na˨˦] [to˧˩],拿到,,,,
14030,na5-that8-su,na1-that5-su4,nâ-tha̍t-su,[na˨˦] [tʰat̚˥] [su˥˥],哪噠樹,,,,
14031,na5-that8,na1-that5,nâ-tha̍t,[na˨˦] [tʰat̚˥],哪噠,,,,
14032,na5-thet,na1-thet6,nâ-thet,[na˨˦] [tʰet̚˨],拿掉,,,,
14033,na5-teu5,na1-teu1,nâ-têu,[na˨˦] [teu˨˦],拿兜,,,,
14034,na5-van3,na1-van2,nâ-vàn,[na˨˦] [ʋan˩˩],拿還,,,,
14035,na5,na1,nâ,[na˨˦],拿,,,,
14036,na5,na1,nâ,[na˨˦],哪,,,,
14037,nau5-ngin3,nau1-ngin2,nâu-ngìn,[nau˨˦] [ɲin˩˩],惱人,,,,
14038,nau5-si2,nau1-si3,nâu-sí,[nau˨˦] [ɕi˧˩],惱死,,,,
14039,nau5-to,nau1-to4,nâu-to,[nau˨˦] [to˥˥],惱到,,,,
14040,nau5,nau1,nâu,[nau˨˦],惱,,,,
14041,nem5-chhut,nem1-chhut6,nêm-chhut,[nem˨˦] [tsʰut̚˨],淰出,,,,
14042,nem5-ko,nem1-ko4,nêm-ko,[nem˨˦] [ko˥˥],淰過,,,,
14043,nem5-nem5,nem1-nem1,nêm-nêm,[nem˨˦] [nem˨˦],淰淰,,,,
14044,nem5-sui2,nem1-sui3,nêm-súi,[nem˨˦] [sui˧˩],淰水,,,,
14045,nem5,nem1,nêm,[nem˨˦],淰,,,,
14046,non5,non1,nôn,[non˨˦],暖,,,,
14047,nai3-chhiong3,nai2-chhiong2,nài-chhiòng,[nai˩˩] [tɕʰioŋ˩˩],泥牆,,,,
14048,nai3-chiong5,nai2-chiong1,nài-chiông,[nai˩˩] [tɕioŋ˨˦],泥漿,,,,
14049,nai3-cho,nai2-cho4,nài-cho,[nai˩˩] [tso˥˥],泥做,,,,
14050,nai3-fun2,nai2-fun3,nài-fún,[nai˩˩] [fun˧˩],泥粉,,,,
14051,nai3-foi5,nai2-foi1,nài-fôi,[nai˩˩] [foi˨˦],泥灰,,,,
14052,nai3-hong,nai2-hong4,nài-hong,[nai˩˩] [hoŋ˥˥],泥項,,,,
14053,nai3-ha5,nai2-ha1,nài-hâ,[nai˩˩] [ha˨˦],泥下,,,,
14054,nai3-kak,nai2-kak6,nài-kak,[nai˩˩] [kak̚˨],泥塥,,,,
14055,nai3-kieu5,nai2-kieu1,nài-kiêu,[nai˩˩] [kieu˨˦],泥溝,,,,
14056,nai3-kon,nai2-kon4,nài-kon,[nai˩˩] [kon˥˥],泥罐,,,,
14057,nai3-moi3,nai2-moi2,nài-mòi,[nai˩˩] [moi˩˩],泥塺,,,,
14058,nai3-nga2,nai2-nga3,nài-ngá,[nai˩˩] [ŋa˧˩],泥瓦,,,,
14059,nai3-phun3,nai2-phun2,nài-phùn,[nai˩˩] [pʰun˩˩],泥盆,,,,
14060,nai3-sui2,nai2-sui3,nài-súi,[nai˩˩] [sui˧˩],泥水,,,,
14061,nai3-sui,nai2-sui4,nài-sui,[nai˩˩] [sui˥˥],泥碎,,,,
14062,nai3-sa5,nai2-sa1,nài-sâ,[nai˩˩] [sa˨˦],泥沙,,,,
14063,nai3-tu2,nai2-tu3,nài-tú,[nai˩˩] [tu˧˩],泥肚,,,,
14064,nai3-teu,nai2-teu4,nài-teu,[nai˩˩] [teu˥˥],泥藪,,,,
14065,nai3-thu2,nai2-thu3,nài-thú,[nai˩˩] [tʰu˧˩],泥土,,,,
14066,nai3-thon3,nai2-thon2,nài-thòn,[nai˩˩] [tʰon˩˩],泥團,,,,
14067,nai3-toi5,nai2-toi1,nài-tôi,[nai˩˩] [toi˨˦],泥堆,,,,
14068,nai3-vuk,nai2-vuk6,nài-vuk,[nai˩˩] [ʋuk̚˨],泥屋,,,,
14069,nai3,nai2,nài,[nai˩˩],泥,,,,
14070,nam3-e2-ngin3,nam2-e3-ngin2,nàm-é-ngìn,[nam˩˩] [e˧˩] [ɲin˩˩],男仔人,,,,
14071,nam3-ng2,nam2-ng3,nàm-ńg,[nam˩˩] [ŋ˧˩],男女,,,,
14072,nam3-chii2,nam2-chii3,nàm-chṳ́,[nam˩˩] [tsɨ˧˩],男子,,,,
14073,nam3-chhiong3,nam2-chhiong2,nàm-chhiòng,[nam˩˩] [tɕʰioŋ˩˩],南牆,,,,
14074,nam3-chhong5,nam2-chhong1,nàm-chhông,[nam˩˩] [tsʰoŋ˨˦],男娼,,,,
14075,nam3-chong5,nam2-chong1,nàm-chông,[nam˩˩] [tsoŋ˨˦],男裝,,,,
14076,nam3-chiin5,nam2-chiin1,nàm-chṳ̂n,[nam˩˩] [tsɨn˨˦],南征,,,,
14077,nam3-fu,nam2-fu4,nàm-fu,[nam˩˩] [fu˥˥],男婦,,,,
14078,nam3-fong5,nam2-fong1,nàm-fông,[nam˩˩] [foŋ˨˦],南方,,,,
14079,nam3-fung5,nam2-fung1,nàm-fûng,[nam˩˩] [fuŋ˨˦],南風,,,,
14080,nam3-ha5,nam2-ha1,nàm-hâ,[nam˩˩] [ha˨˦],南下,,,,
14081,nam3-khit8,nam2-khit5,nàm-khi̍t,[nam˩˩] [kʰit̚˥],南極,,,,
14082,nam3-khi5,nam2-khi1,nàm-khî,[nam˩˩] [kʰi˨˦],南區,,,,
14083,nam3-koet,nam2-koet6,nàm-koet,[nam˩˩] [koet̚˨],南國,,,,
14084,nam3-kung5,nam2-kung1,nàm-kûng,[nam˩˩] [kuŋ˨˦],男工,,,,
14085,nam3-mien,nam2-mien4,nàm-mien,[nam˩˩] [mien˥˥],南面,,,,
14086,nam3-mun3,nam2-mun2,nàm-mùn,[nam˩˩] [mun˩˩],南門,,,,
14087,nam3-ngin3,nam2-ngin2,nàm-ngìn,[nam˩˩] [ɲin˩˩],男人,,,,
14088,nam3-nam3,nam2-nam2,nàm-nàm,[nam˩˩] [nam˩˩],男男,,,,
14089,nam3-pet,nam2-pet6,nàm-pet,[nam˩˩] [pet̚˨],南北,,,,
14090,nam3-phuk8,nam2-phuk5,nàm-phu̍k,[nam˩˩] [pʰuk̚˥],男僕,,,,
14091,nam3-phien2,nam2-phien3,nàm-phién,[nam˩˩] [pʰien˧˩],南片,,,,
14092,nam3-phu,nam2-phu4,nàm-phu,[nam˩˩] [pʰu˥˥],南部,,,,
14093,nam3-pien5,nam2-pien1,nàm-piên,[nam˩˩] [pien˨˦],南邊,,,,
14094,nam3-set,nam2-set6,nàm-set,[nam˩˩] [set̚˨],男色,,,,
14095,nam3-sin,nam2-sin4,nàm-sin,[nam˩˩] [ɕin˥˥],男性,,,,
14096,nam3-thi,nam2-thi4,nàm-thi,[nam˩˩] [tʰi˥˥],南地,,,,
14097,nam3-thoi5,nam2-thoi1,nàm-thôi,[nam˩˩] [tʰoi˨˦],男胎,,,,
14098,nam3-to,nam2-to4,nàm-to,[nam˩˩] [to˥˥],南到,,,,
14099,nam3-ten5,nam2-ten1,nàm-tên,[nam˩˩] [ten˨˦],男丁,,,,
14100,nam3-ton5,nam2-ton1,nàm-tôn,[nam˩˩] [ton˨˦],南端,,,,
14101,nam3,nam2,nàm,[nam˩˩],南,,,,
14102,nam3,nam2,nàm,[nam˩˩],男,,,,
14103,nan3-chhet,nan2-chhet6,nàn-chhet,[nan˩˩] [tsʰet̚˨],難測,,,,
14104,nan3-hang3,nan2-hang2,nàn-hàng,[nan˩˩] [haŋ˩˩],難行,,,,
14105,nan3-khon,nan2-khon4,nàn-khon,[nan˩˩] [kʰon˥˥],難看,,,,
14106,nan3-khai5,nan2-khai1,nàn-khâi,[nan˩˩] [kʰai˨˦],難khai5,,,,
14107,nan3-ko,nan2-ko4,nàn-ko,[nan˩˩] [ko˥˥],難過,,,,
14108,nan3-koai,nan2-koai4,nàn-koai,[nan˩˩] [koai˥˥],難怪,,,,
14109,nan3-mien5,nan2-mien1,nàn-miên,[nan˩˩] [mien˨˦],難免,,,,
14110,nan3-ngai,nan2-ngai4,nàn-ngai,[nan˩˩] [ŋai˥˥],難捱,,,,
14111,nan3-po2,nan2-po3,nàn-pó,[nan˩˩] [po˧˩],難保,,,,
14112,nan3-phan,nan2-phan4,nàn-phan,[nan˩˩] [pʰan˥˥],難辦,,,,
14113,nan3-san2,nan2-san3,nàn-sán,[nan˩˩] [san˧˩],難產,,,,
14114,nan3-siit8,nan2-siit5,nàn-sṳ̍t,[nan˩˩] [sɨt̚˥],難食,,,,
14115,nan3-to2,nan2-to3,nàn-tó,[nan˩˩] [to˧˩],難到,,,,
14116,nan3-tet,nan2-tet6,nàn-tet,[nan˩˩] [tet̚˨],難得,,,,
14117,nan3-thang5,nan2-thang1,nàn-thâng,[nan˩˩] [tʰaŋ˨˦],難聽,,,,
14118,nan3-thoi5,nan2-thoi1,nàn-thôi,[nan˩˩] [tʰoi˨˦],難推,,,,
14119,nan3-thi3,nan2-thi2,nàn-thì,[nan˩˩] [tʰi˩˩],難題,,,,
14120,nan3,nan2,nàn,[nan˩˩],難,,,,
14121,ne3,ne2,nè,[ne˩˩],呢,,,,
14122,nen3-kong2,nen2-kong3,nèn-kóng,[nen˩˩] [koŋ˧˩],能講,,,,
14123,nen3-kho2,nen2-kho3,nèn-khó,[nen˩˩] [kʰo˧˩],寧可,,,,
14124,nen3-khoi5,nen2-khoi1,nèn-khôi,[nen˩˩] [kʰoi˨˦],能開,,,,
14125,nen3-kiu,nen2-kiu4,nèn-kiu,[nen˩˩] [kiu˥˥],能救,,,,
14126,nen3-kon,nen2-kon4,nèn-kon,[nen˩˩] [kon˥˥],能幹,,,,
14127,nen3-koan5,nen2-koan1,nèn-koân,[nen˩˩] [koan˨˦],能關,,,,
14128,nen3-lit8,nen2-lit5,nèn-li̍t,[nen˩˩] [lit̚˥],能力,,,,
14129,nen3-ngien,nen2-ngien4,nèn-ngien,[nen˩˩] [ɲien˥˥],寧願,,,,
14130,nen3-tet,nen2-tet6,nèn-tet,[nen˩˩] [tet̚˨],能得,,,,
14131,nen3,nen2,nèn,[nen˩˩],能,,,,
14132,ni3-hi5-mi2-ki,ni2-hi1-mi3-ki4,nì-hî-mí-ki,[ni˩˩] [hi˨˦] [mi˧˩] [ki˥˥],尼希米記,,,,
14133,ni3-pu2,ni2-pu3,nì-pú,[ni˩˩] [pu˧˩],彌補,,,,
14134,ni3-san-ngiet8,ni2-san4-ngiet5,nì-san-ngie̍t,[ni˩˩] [san˥˥] [ɲiet̚˥],尼散月,,,,
14135,ni3-soi-a5,ni2-soi4-a1,nì-soi-â,[ni˩˩] [soi˥˥] [a˨˦],彌賽亞,,,,
14136,ni3-si5,ni2-si1,nì-sî,[ni˩˩] [ɕi˨˦],尼西,,,,
14137,no3-chiam5,no2-chiam1,nò-chiâm,[no˩˩] [tɕiam˨˦],挼尖,,,,
14138,no3-cho,no2-cho4,nò-cho,[no˩˩] [tso˥˥],挼做,,,,
14139,no3-ho2,no2-ho3,nò-hó,[no˩˩] [ho˧˩],挼好,,,,
14140,no3-ko,no2-ko4,nò-ko,[no˩˩] [ko˥˥],挼過,,,,
14141,no3-kim5,no2-kim1,nò-kîm,[no˩˩] [kim˨˦],挼金,,,,
14142,no3-li,no2-li4,nò-li,[no˩˩] [li˥˥],挼利,,,,
14143,no3-loi3,no2-loi2,nò-lòi,[no˩˩] [loi˩˩],挼來,,,,
14144,no3-sun2,no2-sun3,nò-sún,[no˩˩] [sun˧˩],挼損,,,,
14145,no3-sui,no2-sui4,nò-sui,[no˩˩] [sui˥˥],挼碎,,,,
14146,no3-siin3,no2-siin2,nò-sṳ̀n,[no˩˩] [sɨn˩˩],挼成,,,,
14147,no3-to,no2-to4,nò-to,[no˩˩] [to˥˥],磨到,,,,
14148,no3,no2,nò,[no˩˩],哪,,,,
14149,no3,no2,nò,[no˩˩],挼,,,,
14150,nu3-chhoi3-son3,nu2-chhoi2-son2,nù-chhòi-sòn,[nu˩˩] [tsʰoi˩˩] [son˩˩],奴才船,,,,
14151,nu3-chhoi3,nu2-chhoi2,nù-chhòi,[nu˩˩] [tsʰoi˩˩],奴才,,,,
14152,nu3-li,nu2-li4,nù-li,[nu˩˩] [li˥˥],奴隸,,,,
14153,nu3-phuk8,nu2-phuk5,nù-phu̍k,[nu˩˩] [pʰuk̚˥],奴僕,,,,
14154,nu3-pi5,nu2-pi1,nù-pî,[nu˩˩] [pi˨˦],奴婢,,,,
14155,nung3-chhun5,nung2-chhun1,nùng-chhûn,[nuŋ˩˩] [tsʰun˨˦],農村,,,,
14156,nung3-chhoi3,nung2-chhoi2,nùng-chhòi,[nuŋ˩˩] [tsʰoi˩˩],奴才,,,,
14157,nung3-chhong3,nung2-chhong2,nùng-chhòng,[nuŋ˩˩] [tsʰoŋ˩˩],農場,,,,
14158,nung3-chok-vut8,nung2-chok6-vut5,nùng-chok-vu̍t,[nuŋ˩˩] [tsok̚˨] [ʋut̚˥],農作物,,,,
14159,nung3-fu5,nung2-fu1,nùng-fû,[nuŋ˩˩] [fu˨˦],農夫,,,,
14160,nung3-ka5,nung2-ka1,nùng-kâ,[nuŋ˩˩] [ka˨˦],農家,,,,
14161,nung3-min3,nung2-min2,nùng-mìn,[nuŋ˩˩] [min˩˩],農民,,,,
14162,nung3-nu3,nung2-nu2,nùng-nù,[nuŋ˩˩] [nu˩˩],農奴,,,,
14163,nung3-nung3,nung2-nung2,nùng-nùng,[nuŋ˩˩] [nuŋ˩˩],襛襛,,,,
14164,nung3-san2-vut8,nung2-san3-vut5,nùng-sán-vu̍t,[nuŋ˩˩] [san˧˩] [ʋut̚˥],農產物,,,,
14165,nung3-san2,nung2-san3,nùng-sán,[nuŋ˩˩] [san˧˩],農產,,,,
14166,nung3-sa,nung2-sa4,nùng-sa,[nuŋ˩˩] [sa˥˥],農舍,,,,
14167,nung3-yen5,nung2-yen1,nùng-yên,[nuŋ˩˩] [yen˨˦],濃煙,,,,
14168,nung3,nung2,nùng,[nuŋ˩˩],膿,,,,
14169,nung3,nung2,nùng,[nuŋ˩˩],繷,,,,
14170,nung3,nung2,nùng,[nuŋ˩˩],鬞,,,,
14171,o-meu,o4-meu4,o-meu,[o˥˥] [meu˥˥],奧妙,,,,
14172,o-pi,o4-pi4,o-pi,[o˥˥] [pi˥˥],奧秘,,,,
14173,oi-chon2,oi4-chon3,oi-chón,[oi˥˥] [tson˧˩],愛轉,,,,
14174,oi-chii2,oi4-chii3,oi-chṳ́,[oi˥˥] [tsɨ˧˩],愛子,,,,
14175,oi-chu2,oi4-chu3,oi-chú,[oi˥˥] [tsu˧˩],愛主,,,,
14176,oi-chu2,oi4-chu3,oi-chú,[oi˥˥] [tsu˧˩],愛煮,,,,
14177,oi-chhak,oi4-chhak6,oi-chhak,[oi˥˥] [tsʰak̚˨],愛拆,,,,
14178,oi-chhien3,oi4-chhien2,oi-chhièn,[oi˥˥] [tɕʰien˩˩],愛錢,,,,
14179,oi-chhong,oi4-chhong4,oi-chhong,[oi˥˥] [tsʰoŋ˥˥],愛唱,,,,
14180,oi-chhim3,oi4-chhim2,oi-chhìm,[oi˥˥] [tɕʰim˩˩],愛尋,,,,
14181,oi-chhin3,oi4-chhin2,oi-chhìn,[oi˥˥] [tɕʰin˩˩],愛情,,,,
14182,oi-chhoi3,oi4-chhoi2,oi-chhòi,[oi˥˥] [tsʰoi˩˩],愛財,,,,
14183,oi-chhon3,oi4-chhon2,oi-chhòn,[oi˥˥] [tsʰon˩˩],愛傳,,,,
14184,oi-chhii3,oi4-chhii2,oi-chhṳ̀,[oi˥˥] [tsʰɨ˩˩],愛chhii3,,,,
14185,oi-chiap,oi4-chiap6,oi-chiap,[oi˥˥] [tɕiap̚˨],愛接,,,,
14186,oi-cho,oi4-cho4,oi-cho,[oi˥˥] [tso˥˥],愛做,,,,
14187,oi-chok,oi4-chok6,oi-chok,[oi˥˥] [tsok̚˨],愛捉,,,,
14188,oi-fu,oi4-fu4,oi-fu,[oi˥˥] [fu˥˥],愛護,,,,
14189,oi-hi2,oi4-hi3,oi-hí,[oi˥˥] [hi˧˩],愛起,,,,
14190,oi-het8,oi4-het5,oi-he̍t,[oi˥˥] [het̚˥],愛住,,,,
14191,oi-ham,oi4-ham4,oi-ham,[oi˥˥] [ham˥˥],愛喊,,,,
14192,oi-hi,oi4-hi4,oi-hi,[oi˥˥] [hi˥˥],愛去,,,,
14193,oi-hien,oi4-hien4,oi-hien,[oi˥˥] [hien˥˥],愛獻,,,,
14194,oi-hoi,oi4-hoi4,oi-hoi,[oi˥˥] [hoi˥˥],愛害,,,,
14195,oi-hang3,oi4-hang2,oi-hàng,[oi˥˥] [haŋ˩˩],愛行,,,,
14196,oi-kon2,oi4-kon3,oi-kón,[oi˥˥] [kon˧˩],愛管,,,,
14197,oi-kong2,oi4-kong3,oi-kóng,[oi˥˥] [koŋ˧˩],愛講,,,,
14198,oi-khun2,oi4-khun3,oi-khún,[oi˥˥] [kʰun˧˩],愛綑,,,,
14199,oi-khat,oi4-khat6,oi-khat,[oi˥˥] [kʰat̚˨],愛刻,,,,
14200,oi-kho,oi4-kho4,oi-kho,[oi˥˥] [kʰo˥˥],愛靠,,,,
14201,oi-khon,oi4-khon4,oi-khon,[oi˥˥] [kʰon˥˥],愛看,,,,
14202,oi-kieu2,oi4-kieu3,oi-kiéu,[oi˥˥] [kieu˧˩],愛繳,,,,
14203,oi-kien,oi4-kien4,oi-kien,[oi˥˥] [kien˥˥],愛見,,,,
14204,oi-kiu,oi4-kiu4,oi-kiu,[oi˥˥] [kiu˥˥],愛救,,,,
14205,oi-kiuk,oi4-kiuk6,oi-kiuk,[oi˥˥] [kiuk̚˨],愛kiuk,,,,
14206,oi-kiang5,oi4-kiang1,oi-kiâng,[oi˥˥] [kiaŋ˨˦],愛驚,,,,
14207,oi-kie5,oi4-kie1,oi-kiê,[oi˥˥] [kie˨˦],愛繫,,,,
14208,oi-ko,oi4-ko4,oi-ko,[oi˥˥] [ko˥˥],愛過,,,,
